20170929,0.324504560706959,0.51
20180516,0.49102158880247976,-0.95
20181112,0.511822062513776,-0.64
20181212,0.39078876804677337,1.35
20180705,0.2954169611672068,1.11
20181115,0.199525480524531,-0.36
20170905,0.5912036895898719,-0.62
20181031,0.37941091795319876,0.99
20181207,0.1877854361899919,0.58
20181011,0.37541447235482706,-1.69
20190208,0.4065788935012112,-0.91
20170913,0.532832264801691,0.34
20180702,0.3720930599911015,-0.67
20180510,0.5145429926020261,0.25
20190201,0.5965700106690883,-0.41
20190620,0.5303484630087935,-0.25
20180427,0.6480608530566917,0.23
20190218,0.3093514473322965,0.35
20190906,0.3749284589418287,-0.03
20171130,0.4016061466875872,-0.55
20190613,0.37524991641787575,0.09
20170918,0.385593018191631,0.2
20180205,0.5859801502932037,-1.44
20180226,0.6545955316795161,0.81
20190813,0.31926309196400016,0.22
20180704,0.39694039946442344,1.0
20190603,0.31606827946372895,0.21
20171013,0.4419959597381935,-0.17
20180918,0.36070763863965183,0.46
20180228,0.44307145020495053,-0.61
20180803,0.650566798823838,0.43
20180927,0.24292078172769682,0.03
20190222,0.6654283809141153,0.15
20171121,0.47919766261027413,-0.32
20180515,0.31194284422480256,-0.49
20190121,0.5010972953620291,-0.17
20170410,0.22507983783259183,-0.87
20190527,0.22304537753231013,0.46
20161223,0.2970473982295417,0.37
20170223,0.4030915014900807,0.17
20170524,0.5796598144099088,-0.08
20180619,0.5280133865246899,-0.14
20181114,0.6327993062182765,-0.42
20170717,0.4115794803651841,-0.04
20180216,0.6126999108920935,1.21
20190211,0.5574771489859122,0.9
20190920,0.3793091496306239,0.47
20170207,0.5124002386363088,-0.28
20190712,0.12429489002941504,0.14
20170526,0.15762007726674238,-0.31
20171212,0.425730368498098,-0.18
20180222,0.5637738003575186,0.54
20170313,0.4288951574676737,-0.1
20170518,0.32356532591267223,-0.94
20181213,0.32622257789266346,0.82
20190109,0.304822665681973,-0.27
20190729,0.19948524123991865,-0.11
20170925,0.3882258208584233,-0.86
20181227,0.6088232785015687,-1.38
20190313,0.25259046140082336,0.34
20191031,0.4339121880553008,-0.29
20181127,0.26991522184393163,-0.06
