20190524.txt	0.28408598031837096
20180720.txt	0.4367577933293882
20180606.txt	0.4676476025940255
20161102.txt	0.5677249992922712
20190519.txt	0.28901474168128954
20171113.txt	0.46207904905103064
20200205.txt	0.5708875375467265
20200405.txt	0.3689719832450673
20170919.txt	0.42737405602898404
20190209.txt	0.37875598549852657
20190325.txt	0.3073339211139703
20191003.txt	0.36232729664071917
20170222.txt	0.2847007285592313
20180427.txt	0.5624128630630484
20180306.txt	0.5048343666343116
20200410.txt	0.3689719832450673
20170629.txt	0.39417155682749005
20200118.txt	0.3943227622640185
20180218.txt	0.44312361582731635
20200311.txt	0.3689719832450673
20190621.txt	0.4986847637768574
20190619.txt	0.5264529104913165
20170615.txt	0.40653404911973556
20170716.txt	0.4568237625154623
20180805.txt	0.3779203202262561
20180713.txt	0.47721464441888267
20180330.txt	0.3976496384942953
20200427.txt	0.3689719832450673
20190728.txt	0.24594626859912494
20190225.txt	0.4182708156660062
20190131.txt	0.29110423700022475
20191121.txt	0.4457651252101574
20190509.txt	0.39741230015487805
20170602.txt	0.6151613397625756
20191231.txt	0.4719658095716802
20171219.txt	0.41473236578415673
20180712.txt	0.4264370036376784
20170731.txt	0.4467320318831863
20190716.txt	0.4394993321899731
20190121.txt	0.47378940431963873
20181008.txt	0.36059100471230787
20170804.txt	0.44954976565846166
20180719.txt	0.27863730908765977
20181018.txt	0.3686101327524612
20171227.txt	0.43915757721918475
20180824.txt	0.386415371108729
20170505.txt	0.5155100928689824
20180121.txt	0.4983132431124358
20190304.txt	0.37657446039924924
20190805.txt	0.31178365932779806
20170723.txt	0.4057743447645788
20180603.txt	0.4385873206261428
20180629.txt	0.5371563491749739
20191008.txt	0.4144363409417363
20190916.txt	0.548036859692968
20171123.txt	0.6418894062211506
20181224.txt	0.3868739111423501
20180801.txt	0.4111195109073804
20200126.txt	0.3643809102365095
20180921.txt	0.3537867026087806
20200119.txt	0.4234627863493133
20180926.txt	0.30254609870916926
20191006.txt	0.3471482002904661
20190527.txt	0.3061157098687663
20180914.txt	0.4885400831920125
20190928.txt	0.4998104280033153
20180404.txt	0.41347653650664656
20180316.txt	0.35959487162544074
20171129.txt	0.4035377901530613
20170324.txt	0.2961950301034801
20180714.txt	0.47518914146242697
20181003.txt	0.3597058178846753
20180628.txt	0.3953301990434005
20191107.txt	0.3760501945827145
20181215.txt	0.46903983806742483
20190604.txt	0.4425562489805157
20161207.txt	0.4060541037198651
20170710.txt	0.5772748120954037
20170814.txt	0.29803735870524395
20191023.txt	0.3221660620014137
20170331.txt	0.4730402406178038
20170112.txt	0.4537295237604043
20180129.txt	0.4342921808682462
20180516.txt	0.4677134493101245
20190818.txt	0.5088007127256549
20171009.txt	0.29296977661951185
20170223.txt	0.4146889540714806
20170514.txt	0.4246626944293719
20190830.txt	0.37173855521396776
20180224.txt	0.7631451194619178
20190318.txt	0.45241986922578176
20190114.txt	0.4061638924348403
20171128.txt	0.4756983471047752
20180307.txt	0.3253009134483328
20191025.txt	0.48683273571921903
20170816.txt	0.46491264045449
20190731.txt	0.3389110696363245
20170526.txt	0.26666228012186716
20180113.txt	0.3596638236805892
20200404.txt	0.3689719832450673
20190626.txt	0.555853790404172
20190710.txt	0.29953546799200764
20180626.txt	0.31671510036289735
20171211.txt	0.4169580637946942
20180407.txt	0.4553348506372063
20190802.txt	0.3046480976238447
20200403.txt	0.3689719832450673
20191220.txt	0.455666813790758
20190422.txt	0.4337511646715725
20170805.txt	0.46930501269406505
20180529.txt	0.3272785802326498
20180915.txt	0.5136022349479785
20181011.txt	0.3979988705692534
20190402.txt	0.4066227396485354
20180418.txt	0.412112467298739
20180802.txt	0.4806810554717854
20191120.txt	0.276997706452812
20191005.txt	0.38187733080623615
20200219.txt	0.2692736423448561
20200129.txt	0.39099231633651377
20191106.txt	0.4607496381103241
20190610.txt	0.5261611578485856
20190223.txt	0.34304891668954157
20180509.txt	0.30397065319738725
20170717.txt	0.41980746139025094
20180716.txt	0.35855409333074456
20180102.txt	0.4964799818936914
20190920.txt	0.4003474784573912
20170917.txt	0.3417050860577103
20190329.txt	0.5054457779411441
20190125.txt	0.3466110180746438
20190908.txt	0.44043417440761373
20180608.txt	0.4572173608963779
20170923.txt	0.6399415098842351
20180825.txt	0.5948857069745761
20161218.txt	0.41605722173230975
20180216.txt	0.5410891482033191
20161211.txt	0.49078597754904374
20190117.txt	0.34314938361113384
20170510.txt	0.6171357525900296
20200124.txt	0.5536966838198458
20180722.txt	0.3992049755252357
20181218.txt	0.3365528240986511
20171209.txt	0.48061566798368255
20180105.txt	0.40762186749609386
20171124.txt	0.6497491079266337
20170812.txt	0.43566262728198185
20190116.txt	0.3592996043281132
20180701.txt	0.5612612584140801
20181119.txt	0.3068081599892623
20181227.txt	0.5387514219253609
20180829.txt	0.4453885476828911
20181007.txt	0.2024170020094808
20170720.txt	0.4595749142181632
