"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 21, 2017","9,993.40","10,017.40","10,072.20","9,989.30","146.58M","-0.32%"
"Nov 20, 2017","10,025.50","9,999.70","10,061.80","9,981.30","115.33M","0.15%"
"Nov 17, 2017","10,010.40","10,074.40","10,087.50","9,998.70","182.67M","-0.78%"
"Nov 16, 2017","10,088.70","10,074.00","10,173.50","10,043.10","161.04M","0.75%"
"Nov 15, 2017","10,013.90","9,920.60","10,029.80","9,889.40","178.55M","0.24%"
"Nov 14, 2017","9,990.40","10,063.60","10,101.80","9,970.90","143.16M","-0.59%"
"Nov 13, 2017","10,049.90","10,124.00","10,124.00","9,984.20","143.99M","-0.42%"
"Nov 10, 2017","10,092.70","10,138.60","10,168.00","10,075.80","158.36M","-0.48%"
"Nov 09, 2017","10,141.10","10,223.20","10,244.70","10,117.20","163.56M","-0.86%"
"Nov 08, 2017","10,228.70","10,236.20","10,242.70","10,155.40","173.57M","-0.02%"
"Nov 07, 2017","10,230.70","10,365.70","10,376.20","10,212.50","166.40M","-0.83%"
"Nov 06, 2017","10,316.50","10,358.10","10,358.10","10,264.00","131.98M","-0.40%"
"Nov 03, 2017","10,357.80","10,463.30","10,464.30","10,295.90","190.29M","-0.96%"
"Nov 02, 2017","10,457.80","10,509.00","10,538.40","10,403.20","155.34M","-0.47%"
"Nov 01, 2017","10,506.70","10,591.40","10,594.20","10,486.20","200.54M","-0.16%"
"Oct 31, 2017","10,523.50","10,463.20","10,570.50","10,438.10","238.02M","0.74%"
"Oct 30, 2017","10,446.00","10,321.20","10,470.70","10,293.00","266.08M","2.44%"
"Oct 27, 2017","10,197.50","10,354.30","10,382.40","10,136.90","290.37M","-1.45%"
"Oct 26, 2017","10,347.80","10,140.30","10,422.70","10,121.20","374.89M","1.92%"
"Oct 25, 2017","10,153.30","10,199.00","10,273.40","10,137.10","180.68M","-0.51%"
"Oct 24, 2017","10,205.70","10,150.60","10,235.40","10,148.30","157.49M","0.44%"
"Oct 23, 2017","10,161.40","10,202.40","10,216.40","10,141.40","145.12M","-0.60%"
"Oct 20, 2017","10,222.70","10,202.00","10,249.00","10,176.50","196.13M","0.25%"
"Oct 19, 2017","10,197.50","10,251.30","10,276.60","10,167.40","185.40M","-0.74%"
"Oct 18, 2017","10,273.40","10,237.00","10,283.50","10,165.40","181.89M","0.55%"
"Oct 17, 2017","10,216.80","10,164.90","10,297.10","10,134.00","167.14M","0.35%"
"Oct 16, 2017","10,181.40","10,244.40","10,248.70","10,153.90","155.27M","-0.75%"
"Oct 13, 2017","10,258.00","10,298.60","10,299.70","10,231.50","141.95M","-0.17%"
"Oct 12, 2017","10,275.90","10,284.50","10,304.00","10,244.80","117.36M","-0.02%"
"Oct 11, 2017","10,278.40","10,304.60","10,313.10","10,247.30","250.98M","1.34%"
"Oct 10, 2017","10,142.30","10,225.00","10,225.00","10,107.80","208.20M","-0.92%"
"Oct 09, 2017","10,236.00","10,210.60","10,306.80","10,206.10","173.27M","0.50%"
"Oct 06, 2017","10,185.50","10,185.20","10,214.50","10,116.60","207.01M","-0.29%"
"Oct 05, 2017","10,214.70","9,934.30","10,259.90","9,922.30","327.00M","2.51%"
"Oct 04, 2017","9,964.90","10,226.80","10,226.80","9,947.30","348.22M","-2.85%"
"Oct 03, 2017","10,257.50","10,250.60","10,276.60","10,151.10","173.27M","0.02%"
"Oct 02, 2017","10,255.70","10,262.30","10,327.20","10,185.90","249.45M","-1.21%"
"Sep 29, 2017","10,381.50","10,336.90","10,381.50","10,277.50","199.15M","0.51%"
"Sep 28, 2017","10,328.50","10,381.20","10,406.50","10,319.40","178.76M","-0.39%"
"Sep 27, 2017","10,368.90","10,221.30","10,398.90","10,216.70","218.24M","1.76%"
"Sep 26, 2017","10,189.60","10,203.80","10,224.70","10,166.70","118.76M","-0.26%"
"Sep 25, 2017","10,216.50","10,270.00","10,272.40","10,186.70","146.85M","-0.86%"
"Sep 22, 2017","10,305.00","10,286.60","10,313.90","10,270.90","130.09M","0.08%"
"Sep 21, 2017","10,297.00","10,318.20","10,340.80","10,266.80","149.86M","0.05%"
"Sep 20, 2017","10,292.10","10,349.00","10,375.50","10,248.40","146.94M","-0.83%"
"Sep 19, 2017","10,378.40","10,312.20","10,399.10","10,296.10","129.99M","0.39%"
"Sep 18, 2017","10,338.40","10,358.00","10,410.20","10,330.10","133.38M","0.20%"
"Sep 15, 2017","10,317.40","10,321.20","10,370.80","10,287.20","302.20M","-0.42%"
"Sep 14, 2017","10,361.10","10,352.70","10,365.10","10,284.30","156.38M","-0.10%"
"Sep 13, 2017","10,371.00","10,324.80","10,395.10","10,308.00","170.75M","0.34%"
"Sep 12, 2017","10,336.20","10,354.50","10,372.50","10,324.70","129.03M","0.13%"
"Sep 11, 2017","10,322.60","10,199.90","10,343.50","10,197.80","145.46M","1.91%"
"Sep 08, 2017","10,129.60","10,118.40","10,165.70","10,087.60","141.95M","0.05%"
"Sep 07, 2017","10,124.90","10,175.20","10,189.50","10,118.40","179.64M","-0.06%"
"Sep 06, 2017","10,131.00","10,130.90","10,176.90","10,096.80","132.35M","-0.48%"
"Sep 05, 2017","10,179.80","10,244.70","10,287.60","10,173.60","136.70M","-0.62%"
"Sep 04, 2017","10,243.20","10,234.10","10,274.70","10,229.80","83.20M","-0.80%"
"Sep 01, 2017","10,325.50","10,328.80","10,366.50","10,314.10","103.85M","0.25%"
"Aug 31, 2017","10,299.50","10,279.50","10,354.30","10,275.10","179.78M","0.52%"
"Aug 30, 2017","10,245.80","10,264.60","10,274.30","10,216.80","94.78M","0.52%"
"Aug 29, 2017","10,192.60","10,233.20","10,244.70","10,134.30","147.97M","-0.91%"
"Aug 28, 2017","10,285.90","10,313.70","10,360.20","10,284.20","51.54M","-0.57%"
"Aug 25, 2017","10,345.30","10,373.90","10,419.80","10,334.00","71.65M","-0.12%"
"Aug 24, 2017","10,357.40","10,378.70","10,421.90","10,357.20","98.55M","0.19%"
"Aug 23, 2017","10,338.10","10,414.00","10,445.00","10,309.80","95.49M","-0.69%"
"Aug 22, 2017","10,409.80","10,425.20","10,440.40","10,360.20","83.38M","0.48%"
"Aug 21, 2017","10,360.20","10,360.00","10,418.20","10,330.40","84.93M","-0.25%"
"Aug 18, 2017","10,385.70","10,323.60","10,392.50","10,284.80","129.45M","-0.56%"
"Aug 17, 2017","10,443.80","10,535.70","10,537.10","10,428.60","129.09M","-0.95%"
"Aug 16, 2017","10,544.30","10,521.00","10,575.90","10,517.40","95.93M","0.60%"
"Aug 15, 2017","10,481.50","10,489.00","10,508.70","10,436.70","79.39M","0.19%"
"Aug 14, 2017","10,461.20","10,329.40","10,490.60","10,329.30","108.13M","1.73%"
"Aug 11, 2017","10,282.90","10,377.30","10,399.00","10,252.40","163.18M","-1.60%"
"Aug 10, 2017","10,450.00","10,576.60","10,584.30","10,416.70","148.11M","-1.38%"
"Aug 09, 2017","10,596.00","10,681.40","10,705.90","10,525.10","153.53M","-1.29%"
"Aug 08, 2017","10,734.70","10,674.40","10,758.20","10,665.20","111.26M","0.55%"
"Aug 07, 2017","10,676.50","10,682.80","10,689.80","10,643.50","90.55M","0.17%"
"Aug 04, 2017","10,658.40","10,525.00","10,696.10","10,516.40","148.69M","1.04%"
"Aug 03, 2017","10,549.10","10,487.20","10,553.80","10,416.90","133.00M","0.33%"
"Aug 02, 2017","10,513.90","10,592.30","10,607.80","10,493.10","135.54M","-0.69%"
"Aug 01, 2017","10,586.70","10,613.40","10,622.20","10,510.90","150.97M","0.80%"
"Jul 31, 2017","10,502.20","10,536.60","10,593.90","10,495.40","166.10M","-0.32%"
"Jul 28, 2017","10,536.10","10,574.40","10,577.30","10,497.70","226.26M","-0.63%"
"Jul 27, 2017","10,603.40","10,549.30","10,652.90","10,544.40","161.51M","0.26%"
"Jul 26, 2017","10,575.40","10,523.80","10,584.60","10,508.50","152.25M","0.49%"
"Jul 25, 2017","10,523.40","10,451.20","10,621.30","10,446.20","206.50M","0.74%"
"Jul 24, 2017","10,446.50","10,432.00","10,480.20","10,368.10","161.23M","0.19%"
"Jul 21, 2017","10,426.60","10,530.70","10,562.80","10,381.20","207.71M","-1.31%"
"Jul 20, 2017","10,564.80","10,597.40","10,627.20","10,534.80","244.52M","-0.22%"
"Jul 19, 2017","10,588.10","10,533.90","10,588.10","10,456.10","275.33M","0.60%"
"Jul 18, 2017","10,524.50","10,616.00","10,684.60","10,511.50","179.66M","-1.19%"
"Jul 17, 2017","10,651.20","10,665.50","10,670.30","10,604.20","144.92M","-0.04%"
"Jul 14, 2017","10,655.10","10,664.60","10,704.30","10,619.30","164.86M","-0.03%"
"Jul 13, 2017","10,658.30","10,594.50","10,674.10","10,583.10","205.97M","0.93%"
"Jul 12, 2017","10,560.40","10,482.20","10,580.50","10,470.50","191.89M","1.07%"
"Jul 11, 2017","10,449.10","10,531.50","10,536.90","10,438.80","156.56M","-0.57%"
"Jul 10, 2017","10,509.50","10,525.40","10,535.90","10,451.40","152.20M","0.20%"
"Jul 07, 2017","10,488.80","10,495.20","10,505.70","10,433.50","164.17M","-0.09%"
"Jul 06, 2017","10,498.40","10,546.10","10,546.20","10,402.00","211.68M","-0.24%"
"Jul 05, 2017","10,523.60","10,535.90","10,589.50","10,509.50","191.74M","-0.41%"
"Jul 04, 2017","10,566.70","10,543.30","10,611.40","10,530.30","150.48M","-0.35%"
"Jul 03, 2017","10,604.20","10,507.60","10,615.10","10,502.20","161.64M","1.53%"
"Jun 30, 2017","10,444.50","10,541.20","10,583.70","10,433.20","197.99M","-0.82%"
"Jun 29, 2017","10,531.10","10,735.90","10,772.00","10,514.50","242.89M","-1.60%"
"Jun 28, 2017","10,702.70","10,607.80","10,716.70","10,526.60","232.69M","0.51%"
"Jun 27, 2017","10,647.90","10,674.00","10,726.20","10,643.90","180.89M","-0.46%"
"Jun 26, 2017","10,696.60","10,666.10","10,757.00","10,656.50","123.20M","0.62%"
"Jun 23, 2017","10,630.80","10,685.60","10,715.50","10,596.30","120.33M","-0.74%"
"Jun 22, 2017","10,709.90","10,709.60","10,725.20","10,641.90","128.77M","-0.29%"
"Jun 21, 2017","10,740.70","10,721.90","10,761.50","10,615.90","138.99M","-0.05%"
"Jun 20, 2017","10,746.10","10,892.30","10,901.50","10,746.10","155.90M","-0.95%"
"Jun 19, 2017","10,848.90","10,839.80","10,884.20","10,807.60","151.49M","0.83%"
"Jun 16, 2017","10,759.40","10,731.90","10,786.30","10,702.10","348.07M","0.56%"
"Jun 15, 2017","10,699.60","10,750.80","10,751.60","10,598.00","225.30M","-0.71%"
"Jun 14, 2017","10,775.80","10,858.50","10,934.00","10,775.30","189.42M","-0.98%"
"Jun 13, 2017","10,882.10","10,872.60","10,937.00","10,846.50","154.04M","0.37%"
"Jun 12, 2017","10,842.40","10,929.70","10,936.60","10,818.50","193.10M","-1.24%"
"Jun 09, 2017","10,978.30","10,947.20","11,048.00","10,884.70","223.09M","0.23%"
"Jun 08, 2017","10,953.10","10,847.20","10,981.30","10,837.40","262.97M","0.75%"
"Jun 07, 2017","10,871.70","10,813.60","10,946.90","10,761.70","276.98M","-0.07%"
"Jun 06, 2017","10,879.70","10,859.00","10,907.80","10,817.90","403.56M","-0.05%"
"Jun 05, 2017","10,884.70","10,889.60","10,916.40","10,842.10","297.63M","-0.19%"
"Jun 02, 2017","10,905.90","10,960.00","11,007.70","10,879.60","426.28M","0.23%"
"Jun 01, 2017","10,881.00","10,891.60","10,909.10","10,836.40","434.89M","0.01%"
"May 31, 2017","10,880.00","10,885.00","10,957.80","10,856.20","740.25M","0.03%"
"May 30, 2017","10,876.90","10,812.50","10,918.50","10,788.70","217.85M","-0.07%"
"May 29, 2017","10,884.00","10,864.00","10,915.40","10,844.80","110.54M","-0.19%"
"May 26, 2017","10,904.20","10,911.10","10,918.80","10,801.60","179.95M","-0.31%"
"May 25, 2017","10,937.70","10,971.20","10,983.90","10,920.70","184.80M","0.28%"
"May 24, 2017","10,907.40","10,931.20","10,942.80","10,882.30","204.71M","-0.08%"
"May 23, 2017","10,916.30","10,766.30","10,928.70","10,756.50","238.31M","1.14%"
"May 22, 2017","10,793.40","10,843.50","10,851.00","10,761.40","226.73M","-0.39%"
"May 19, 2017","10,835.40","10,711.80","10,843.60","10,689.90","320.25M","1.41%"
"May 18, 2017","10,684.90","10,727.80","10,756.50","10,564.30","414.32M","-0.94%"
"May 17, 2017","10,786.10","10,925.90","10,965.90","10,761.30","304.08M","-1.79%"
"May 16, 2017","10,982.40","10,959.80","10,991.20","10,928.30","263.76M","0.22%"
"May 15, 2017","10,957.80","10,941.10","10,960.50","10,891.90","200.10M","0.56%"
"May 12, 2017","10,897.00","10,861.90","10,907.60","10,836.00","262.44M","0.33%"
"May 11, 2017","10,861.40","11,051.30","11,052.60","10,823.90","400.68M","-1.57%"
"May 10, 2017","11,034.80","11,029.60","11,053.50","10,958.40","347.63M","-0.13%"
"May 09, 2017","11,049.20","11,120.10","11,135.10","11,047.10","268.38M","-0.42%"
"May 08, 2017","11,096.30","11,177.30","11,184.40","11,036.80","316.18M","-0.35%"
"May 05, 2017","11,135.40","10,971.50","11,135.40","10,967.20","363.49M","1.11%"
"May 04, 2017","11,012.90","10,872.10","11,012.90","10,856.40","310.82M","1.62%"
"May 03, 2017","10,837.00","10,793.00","10,841.10","10,769.00","192.96M","0.15%"
"May 02, 2017","10,820.30","10,737.70","10,820.30","10,719.40","225.31M","0.98%"
"Apr 28, 2017","10,715.80","10,658.40","10,745.50","10,622.80","298.34M","0.30%"
"Apr 27, 2017","10,683.90","10,718.80","10,722.20","10,663.30","273.46M","-0.74%"
"Apr 26, 2017","10,763.40","10,810.40","10,815.30","10,710.90","278.42M","-0.18%"
"Apr 25, 2017","10,783.10","10,786.10","10,828.80","10,719.00","299.93M","0.15%"
"Apr 24, 2017","10,766.80","10,714.20","10,769.80","10,668.00","496.99M","3.76%"
"Apr 21, 2017","10,377.00","10,388.60","10,434.40","10,307.70","325.22M","0.04%"
"Apr 20, 2017","10,372.50","10,349.30","10,473.90","10,328.50","292.27M","0.02%"
"Apr 19, 2017","10,370.30","10,272.70","10,377.50","10,266.00","324.42M","1.03%"
"Apr 18, 2017","10,264.50","10,365.60","10,370.60","10,216.90","283.86M","-0.60%"
"Apr 13, 2017","10,326.10","10,347.90","10,350.40","10,264.60","233.81M","-0.33%"
"Apr 12, 2017","10,360.50","10,441.30","10,486.00","10,353.80","310.21M","-0.54%"
"Apr 11, 2017","10,416.30","10,381.40","10,463.20","10,358.90","309.44M","-0.21%"
"Apr 10, 2017","10,437.70","10,507.90","10,509.00","10,436.50","222.75M","-0.87%"
"Apr 07, 2017","10,529.00","10,466.90","10,529.00","10,443.50","194.31M","0.10%"
"Apr 06, 2017","10,518.90","10,349.60","10,534.50","10,322.00","230.29M","1.12%"
"Apr 05, 2017","10,402.70","10,377.20","10,467.30","10,369.10","254.05M","0.40%"
"Apr 04, 2017","10,361.20","10,304.10","10,361.20","10,270.30","303.65M","0.35%"
"Apr 03, 2017","10,325.30","10,457.70","10,457.70","10,324.60","321.62M","-1.32%"
"Mar 31, 2017","10,462.90","10,368.50","10,462.90","10,352.20","252.48M","0.55%"
"Mar 30, 2017","10,405.90","10,372.10","10,406.00","10,348.50","207.20M","0.37%"
"Mar 29, 2017","10,367.60","10,409.20","10,424.50","10,303.20","232.26M","-0.21%"
"Mar 28, 2017","10,389.00","10,345.60","10,394.80","10,312.90","215.14M","0.84%"
"Mar 27, 2017","10,302.90","10,218.50","10,302.90","10,191.10","221.94M","-0.06%"
"Mar 24, 2017","10,309.40","10,312.50","10,330.30","10,276.20","189.56M","-0.15%"
"Mar 23, 2017","10,324.90","10,248.90","10,324.90","10,202.00","226.58M","0.93%"
"Mar 22, 2017","10,229.30","10,151.80","10,268.80","10,092.80","299.75M","0.17%"
"Mar 21, 2017","10,211.90","10,270.50","10,334.70","10,188.90","313.02M","-0.02%"
"Mar 20, 2017","10,214.00","10,216.70","10,243.00","10,189.00","188.82M","-0.31%"
"Mar 17, 2017","10,245.80","10,153.00","10,250.20","10,143.90","452.78M","0.77%"
"Mar 16, 2017","10,168.00","10,090.80","10,175.30","10,063.70","412.42M","1.85%"
"Mar 15, 2017","9,983.20","9,931.20","10,000.10","9,913.20","265.81M","0.79%"
"Mar 14, 2017","9,905.10","9,987.70","9,995.00","9,886.90","234.66M","-0.91%"
"Mar 13, 2017","9,995.90","10,020.00","10,023.40","9,957.40","193.63M","-0.10%"
"Mar 10, 2017","10,006.40","10,038.80","10,091.40","9,989.10","405.12M","0.08%"
"Mar 09, 2017","9,998.40","9,844.90","10,014.50","9,837.40","390.80M","1.50%"
"Mar 08, 2017","9,850.50","9,792.30","9,881.30","9,785.10","247.12M","0.50%"
"Mar 07, 2017","9,801.70","9,817.70","9,819.80","9,767.40","172.06M","-0.02%"
"Mar 06, 2017","9,804.10","9,772.30","9,825.30","9,753.90","228.40M","0.06%"
"Mar 03, 2017","9,798.50","9,694.50","9,799.60","9,669.20","308.71M","0.85%"
"Mar 02, 2017","9,716.00","9,753.10","9,762.30","9,715.80","275.02M","-0.36%"
"Mar 01, 2017","9,751.50","9,618.00","9,756.50","9,616.60","351.70M","2.05%"
"Feb 28, 2017","9,555.50","9,515.00","9,570.70","9,484.00","279.24M","0.96%"
"Feb 27, 2017","9,464.30","9,494.00","9,499.30","9,427.70","194.24M","0.11%"
"Feb 24, 2017","9,453.50","9,513.70","9,530.40","9,383.10","285.87M","-0.42%"
"Feb 23, 2017","9,493.40","9,519.80","9,541.80","9,479.70","276.00M","0.17%"
"Feb 22, 2017","9,477.20","9,577.70","9,606.10","9,439.70","280.84M","-0.88%"
"Feb 21, 2017","9,561.00","9,523.60","9,591.30","9,467.60","209.80M","0.36%"
"Feb 20, 2017","9,526.60","9,564.40","9,577.70","9,512.00","178.86M","0.28%"
"Feb 17, 2017","9,500.30","9,564.80","9,571.00","9,438.20","234.06M","-0.57%"
"Feb 16, 2017","9,554.70","9,582.50","9,614.60","9,526.00","213.99M","-0.31%"
"Feb 15, 2017","9,584.10","9,557.10","9,612.80","9,528.20","235.35M","0.78%"
"Feb 14, 2017","9,510.20","9,489.10","9,528.60","9,461.00","206.91M","0.28%"
"Feb 13, 2017","9,484.10","9,421.90","9,501.30","9,387.70","178.86M","1.13%"
"Feb 10, 2017","9,378.10","9,478.20","9,498.30","9,356.00","231.38M","-0.64%"
"Feb 09, 2017","9,438.40","9,353.90","9,444.90","9,318.10","274.08M","1.17%"
"Feb 08, 2017","9,329.70","9,362.00","9,378.40","9,236.60","312.73M","-0.02%"
"Feb 07, 2017","9,331.50","9,321.90","9,389.20","9,304.50","284.08M","-0.28%"
"Feb 06, 2017","9,357.30","9,459.40","9,482.00","9,337.40","287.14M","-1.11%"
"Feb 03, 2017","9,462.70","9,435.30","9,482.60","9,396.80","393.83M","0.60%"
"Feb 02, 2017","9,406.40","9,321.20","9,426.40","9,301.50","293.59M","0.81%"
"Feb 01, 2017","9,330.80","9,416.00","9,423.30","9,304.50","304.38M","0.17%"
"Jan 31, 2017","9,315.20","9,365.90","9,430.30","9,315.20","282.77M","-0.49%"
"Jan 30, 2017","9,361.30","9,460.60","9,472.80","9,349.10","220.04M","-1.50%"
"Jan 27, 2017","9,504.10","9,531.40","9,533.50","9,420.20","234.87M","-0.09%"
"Jan 26, 2017","9,512.80","9,601.60","9,623.50","9,495.50","285.95M","-0.38%"
"Jan 25, 2017","9,549.30","9,483.50","9,588.80","9,479.40","404.76M","1.73%"
"Jan 24, 2017","9,387.20","9,319.20","9,387.20","9,296.60","201.31M","0.89%"
"Jan 23, 2017","9,304.80","9,337.80","9,362.40","9,279.00","197.62M","-0.80%"
"Jan 20, 2017","9,380.10","9,377.50","9,439.00","9,345.20","238.87M","0.01%"
"Jan 19, 2017","9,379.10","9,406.40","9,431.30","9,327.40","259.10M","-0.08%"
"Jan 18, 2017","9,386.20","9,425.10","9,430.80","9,362.20","211.88M","-0.09%"
"Jan 17, 2017","9,394.90","9,390.40","9,429.00","9,361.90","255.12M","-0.16%"
"Jan 16, 2017","9,410.00","9,457.20","9,465.20","9,407.80","197.58M","-1.07%"
"Jan 13, 2017","9,511.60","9,445.10","9,524.30","9,416.70","210.31M","1.11%"
"Jan 12, 2017","9,407.40","9,378.00","9,452.30","9,343.00","261.90M","-0.01%"
"Jan 11, 2017","9,408.60","9,456.40","9,468.10","9,378.60","298.56M","-0.46%"
"Jan 10, 2017","9,452.00","9,497.10","9,497.30","9,425.00","220.46M","-0.43%"
"Jan 09, 2017","9,492.80","9,536.90","9,536.90","9,446.20","194.38M","-0.24%"
"Jan 06, 2017","9,515.90","9,487.00","9,515.90","9,451.20","144.57M","0.29%"
"Jan 05, 2017","9,488.20","9,427.90","9,507.20","9,413.60","221.28M","0.27%"
"Jan 04, 2017","9,462.90","9,522.10","9,538.40","9,424.10","238.02M","-0.33%"
"Jan 03, 2017","9,494.70","9,448.30","9,552.10","9,438.80","280.88M","0.81%"
"Jan 02, 2017","9,418.70","9,332.60","9,432.60","9,318.10","108.39M","0.71%"
"Dec 30, 2016","9,352.10","9,310.00","9,352.10","9,293.20","166.81M","0.27%"
"Dec 29, 2016","9,327.10","9,283.40","9,333.40","9,269.50","130.74M","-0.19%"
"Dec 28, 2016","9,344.90","9,357.20","9,369.20","9,317.70","151.82M","-0.34%"
"Dec 27, 2016","9,376.60","9,354.80","9,390.90","9,346.90","109.30M","0.10%"
"Dec 23, 2016","9,367.70","9,347.40","9,377.90","9,339.60","156.03M","0.37%"
"Dec 22, 2016","9,333.60","9,341.50","9,374.80","9,297.50","181.12M","-0.41%"
"Dec 21, 2016","9,371.70","9,384.70","9,420.80","9,300.30","336.07M","-0.38%"
"Dec 20, 2016","9,407.90","9,329.10","9,421.50","9,322.30","261.18M","0.76%"
"Dec 19, 2016","9,336.70","9,376.80","9,387.00","9,336.00","266.99M","-0.81%"
"Dec 16, 2016","9,412.80","9,310.30","9,452.90","9,299.30","577.32M","0.77%"
"Dec 15, 2016","9,340.80","9,225.80","9,354.80","9,220.30","363.02M","1.33%"
"Dec 14, 2016","9,218.40","9,306.90","9,319.40","9,207.10","297.10M","-1.21%"
"Dec 13, 2016","9,331.30","9,160.90","9,341.90","9,132.60","362.54M","1.58%"
"Dec 12, 2016","9,186.40","9,171.70","9,208.60","9,148.50","258.10M","0.18%"
"Dec 09, 2016","9,169.60","9,121.10","9,179.40","9,093.40","330.16M","0.26%"
"Dec 08, 2016","9,145.40","9,002.50","9,179.60","8,992.60","468.93M","2.06%"
"Dec 07, 2016","8,960.40","8,951.20","8,974.70","8,912.60","361.00M","0.75%"
