20160825,elpais,0.33448576243215244,""
20170929,elpais,0.324504560706959,0.51
20180424,"","",-0.39
20180516,elpais,0.49102158880247976,-0.95
20181112,elpais,0.511822062513776,-0.64
20190112,elpais,0.2475192990989215,""
20200218,elpais,0.4109630784571234,""
20181212,elpais,0.39078876804677337,1.35
20190111,"","",0.23
20190305,"","",-0.02
20191005,elpais,0.3486802546580349,""
20171107,"","",-0.83
20180402,elpais,0.39235570148986526,""
20180705,elpais,0.2954169611672068,1.11
20181115,elpais,0.199525480524531,-0.36
20200311,elpais,0.3272794222174194,""
20170605,"","",-0.19
20170625,elpais,0.6515628115725343,""
20170905,elpais,0.5912036895898719,-0.62
20171024,"","",0.44
20180714,elpais,0.5034184680318649,""
20180904,"","",0.0
20181031,elpais,0.37941091795319876,0.99
20181103,elpais,0.49160673839596813,""
20181207,elpais,0.1877854361899919,0.58
20190113,elpais,0.9181231198215168,""
20191116,elpais,0.22485192967146528,""
20181011,elpais,0.37541447235482706,-1.69
20190208,elpais,0.4065788935012112,-0.91
20190417,"","",0.55
20170613,"","",0.37
20170809,"","",-1.29
20170913,elpais,0.532832264801691,0.34
20180702,elpais,0.3720930599911015,-0.67
20180930,elpais,0.311332455369011,""
20170504,"","",1.62
20170725,"","",0.74
20180510,elpais,0.5145429926020261,0.25
20190201,elpais,0.5965700106690883,-0.41
20190620,elpais,0.5303484630087935,-0.25
20190911,"","",-0.21
20191230,"","",-0.91
20200217,elpais,0.3132264128191113,""
20170413,"","",-0.33
20171018,"","",0.55
20180303,elpais,0.47665699046046756,""
20180427,elpais,0.6480608530566917,0.23
20180520,elpais,0.494234790224194,""
20180805,elpais,0.3421183763369348,""
20181116,"","",-0.18
20190218,elpais,0.3093514473322965,0.35
20190906,elpais,0.3749284589418287,-0.03
20191203,"","",-0.22
20170723,elpais,0.38830847769732374,""
20171130,elpais,0.4016061466875872,-0.55
20190613,elpais,0.37524991641787575,0.09
20161125,elpais,0.5798841027500283,""
20170113,"","",1.11
20170813,elpais,0.4856873880318656,""
20170918,elpais,0.385593018191631,0.2
20180205,elpais,0.5859801502932037,-1.44
20190324,elpais,0.5151346687482102,""
20161209,"","",0.26
20180226,elpais,0.6545955316795161,0.81
20190813,elpais,0.31926309196400016,0.22
20161011,elpais,0.5575522915981733,""
20170308,"","",0.5
20171120,"","",0.15
20180701,elpais,0.6461511564744347,""
20180704,elpais,0.39694039946442344,1.0
20190126,elpais,0.02922665889296529,""
20190603,elpais,0.31606827946372895,0.21
20170803,"","",0.33
20171013,elpais,0.4419959597381935,-0.17
20180918,elpais,0.36070763863965183,0.46
20190416,"","",0.0
20180228,elpais,0.44307145020495053,-0.61
20180803,elpais,0.650566798823838,0.43
20180927,elpais,0.24292078172769682,0.03
20181225,elpais,0.8074779172567792,""
20190222,elpais,0.6654283809141153,0.15
20170117,"","",-0.16
20171121,elpais,0.47919766261027413,-0.32
20180515,elpais,0.31194284422480256,-0.49
20190121,elpais,0.5010972953620291,-0.17
20190412,"","",0.24
20190529,"","",-1.21
20191103,elpais,0.35899760534537206,""
20191209,"","",-0.3
20170410,elpais,0.22507983783259183,-0.87
20170428,"","",0.3
20190527,elpais,0.22304537753231013,0.46
20191204,"","",1.48
20191225,elpais,0.5366107836125525,""
20200303,elpais,0.3272794222174194,""
20161223,elpais,0.2970473982295417,0.37
20170223,elpais,0.4030915014900807,0.17
20170524,elpais,0.5796598144099088,-0.08
20180619,elpais,0.5280133865246899,-0.14
20181114,elpais,0.6327993062182765,-0.42
20181222,elpais,0.4670383533479054,""
20190331,elpais,0.26785661316185855,""
20190531,"","",-1.68
20170302,"","",-0.36
20170420,"","",0.02
20170717,elpais,0.4115794803651841,-0.04
20170805,elpais,0.4936608653610451,""
20180216,elpais,0.6126999108920935,1.21
20181206,"","",-2.75
20190211,elpais,0.5574771489859122,0.9
20190920,elpais,0.3793091496306239,0.47
20170207,elpais,0.5124002386363088,-0.28
20170323,"","",0.93
20170522,"","",-0.39
20190921,elpais,0.5192244862169327,""
20191026,elpais,0.5428455242251405,""
20180616,elpais,0.26281568882995554,""
20190712,elpais,0.12429489002941504,0.14
20190929,elpais,0.30792003259533873,""
20170526,elpais,0.15762007726674238,-0.31
20170904,"","",-0.8
20180527,elpais,0.5333813071103886,""
20190123,"","",1.01
20190814,"","",-1.98
20200301,elpais,0.3272794222174194,""
20200316,elpais,0.3272794222174194,""
20170104,"","",-0.33
20171117,"","",-0.78
20191218,"","",0.06
20191222,elpais,0.4235198979598714,""
20200118,elpais,0.369318411981327,""
20180908,elpais,0.4205868345874496,""
20190205,"","",1.3
20190701,"","",0.72
20190825,elpais,0.5492796950966851,""
20190907,elpais,0.4185352036005227,""
20191018,"","",-0.11
20200420,elpais,0.3272794222174194,""
20180528,"","",-0.63
20190308,"","",-1.3
20190520,"","",-0.87
20191014,"","",-0.29
20200104,elpais,0.528493642580852,""
20200331,elpais,0.3272794222174194,""
20160727,elpais,0.5925327291119632,""
20171212,elpais,0.425730368498098,-0.18
20180222,elpais,0.5637738003575186,0.54
20180715,elpais,0.3637117730456855,""
20190227,"","",-0.17
20170313,elpais,0.4288951574676737,-0.1
20170518,elpais,0.32356532591267223,-0.94
20180826,elpais,0.44565806881093256,""
20181213,elpais,0.32622257789266346,0.82
20190109,elpais,0.304822665681973,-0.27
20190715,"","",0.33
20190729,elpais,0.19948524123991865,-0.11
20170925,elpais,0.3882258208584233,-0.86
20181227,elpais,0.6088232785015687,-1.38
20190313,elpais,0.25259046140082336,0.34
20191031,elpais,0.4339121880553008,-0.29
20170709,elpais,0.30607661071827236,""
20181127,elpais,0.26991522184393163,-0.06
20191101,elpais,0.5999631256814731,0.76
20191109,elpais,0.22327249656403583,""
20191121,elpais,0.45462486223704834,-0.12
20170623,elpais,0.6566182178688126,-0.74
20180411,elpais,0.3718186323700017,-0.28
20180505,elpais,0.035975894535998726,""
20190521,elpais,0.4503976041959748,0.43
20190704,elpais,0.43463545373705814,0.07
20170116,elpais,0.5558043732573019,-1.07
20170208,"","",-0.02
20170924,elpais,0.28359016700971423,""
20190115,elpais,0.4145733772157494,0.36
20190917,"","",-0.53
20160725,elpais,0.1222142868932126,""
20170405,"","",0.4
20171031,"","",0.74
20190314,"","",0.19
20190406,elpais,0.46570719136891087,""
20190617,"","",-0.68
20191213,"","",1.01
20170630,elpais,0.44177659018785087,-0.82
20171209,elpais,0.5124172326343293,""
20180119,elpais,0.5776044362278324,0.45
20180525,"","",-1.7
20190728,elpais,0.12326688458171618,""
20191202,"","",-2.09
20161009,elpais,0.20062062598710695,""
20170721,"","",-1.31
20181023,elpais,0.09341942993919108,-0.91
20200307,elpais,0.3272794222174194,""
20170505,elpais,0.5702823723791058,1.11
20180718,elpais,0.6569498617750482,0.35
20180807,"","",0.52
20200214,elpais,0.5513633340402576,""
20200423,elpais,0.3272794222174194,""
20170404,"","",0.35
20170516,"","",0.22
20180601,"","",1.76
20191127,elpais,0.40640289478085023,0.41
20200421,elpais,0.3272794222174194,""
20170914,elpais,0.37402516073952574,-0.1
20180322,elpais,0.5430740608595024,-1.49
20170821,"","",-0.25
20180404,elpais,0.40108095934620663,-0.38
20190108,elpais,0.39639181816602453,0.81
20190130,elpais,0.4500355797282346,-0.52
20190325,elpais,0.22506552728901477,-0.21
20161217,elpais,0.38173548986876915,""
20161219,"","",-0.81
20170515,"","",0.56
20170627,"","",-0.46
20171226,elpais,0.45347630696653435,""
20180417,"","",0.39
20181217,"","",-0.83
20191029,"","",-0.35
20191113,"","",-1.21
20191128,"","",-0.04
20191223,elpais,0.11484703472490995,-0.16
20200407,elpais,0.3272794222174194,""
20161228,elpais,0.13885870765398137,-0.34
20190102,elpais,0.20672291788200706,0.12
20190106,elpais,0.518453497835877,""
20190329,elpais,0.5535928011467642,0.72
20190730,"","",-2.48
20190827,elpais,0.6370757021469924,0.57
20191023,elpais,0.24966154536317112,0.05
20170329,"","",-0.21
20170424,"","",3.76
20171124,elpais,0.7928898344893214,0.21
20190317,elpais,0.6040779400371824,""
20191002,elpais,0.4805243485765183,-2.77
20181106,elpais,0.13779215683584325,-0.24
20170224,elpais,0.40439914981032665,-0.42
20190918,"","",0.31
20171202,elpais,0.48054875190991875,""
20180209,"","",-1.2
20180823,elpais,0.33856165414853395,-0.13
20181024,elpais,0.17717262650719773,-0.56
20181205,elpais,0.2984669055750907,-0.55
20200313,elpais,0.3272794222174194,""
20170406,"","",1.12
20180125,elpais,0.5862400985247372,0.31
20181219,elpais,0.06167875348664292,0.78
20190908,elpais,0.4457845900681934,""
20200213,elpais,0.29471612042103645,""
20170705,elpais,0.3199274367809623,-0.41
20170902,elpais,0.5145368354230007,""
20171101,"","",-0.16
20171106,"","",-0.4
20190319,"","",0.88
20190508,elpais,0.4784664357387805,-0.09
20190709,elpais,0.26283794730391885,-0.12
20190713,elpais,0.6138188817061925,""
20190830,elpais,0.33186720591411667,0.21
20200306,elpais,0.3272794222174194,""
20181221,elpais,0.3843065894238956,-0.46
20190726,elpais,0.14922632000351913,-0.69
20191216,"","",1.22
20200417,elpais,0.3272794222174194,""
20171114,elpais,0.4250016727672929,-0.59
20180810,elpais,0.09674599064970496,-1.56
20190630,elpais,0.5372118328924116,""
20190809,elpais,0.36586031137173647,-1.25
20161010,elpais,0.7417334532203389,""
20161208,elpais,0.5521646177776861,2.06
20170201,"","",0.17
20170620,elpais,0.41299310359562286,-0.95
20170724,elpais,0.5206037181670159,0.19
20180305,"","",0.63
20190221,elpais,0.6612019107113074,0.11
20190410,"","",-0.01
20191229,elpais,0.3245022330745694,""
20200124,elpais,0.6336068842176491,""
20180304,elpais,0.2344198256438917,""
20180406,elpais,0.294185713054307,-0.6
20190310,elpais,0.39794028507373036,""
20190708,elpais,0.4207013804055713,-0.54
20190724,"","",0.52
20180426,elpais,0.4636089854238431,0.45
20180806,elpais,0.39764147604056854,-0.18
20200324,elpais,0.3272794222174194,""
20170331,elpais,0.4998549633149789,0.55
20170531,"","",0.03
20180902,elpais,0.3055991959698955,""
20170901,elpais,0.6303975342930688,0.25
20170919,elpais,0.4241271024452608,0.39
20180814,elpais,0.5284621008069532,-0.25
20200228,elpais,0.3272794222174194,""
20171227,elpais,0.4436676193787767,-0.16
20181021,elpais,0.38638900710462937,""
20181208,elpais,0.4530984625690385,""
20190706,elpais,0.2678943537206003,""
20190924,elpais,0.28036146431930375,0.27
20161028,elpais,0.42338883989186377,""
20171230,elpais,0.599196357224893,""
20191227,elpais,0.15463784736310068,0.4
